2026/02/02 22:36:46 [error] 7892#17508: *1 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/favicon.ico" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "localhost", referrer: "http://localhost/"
2026/02/12 22:31:05 [error] 17080#25504: *81 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:32:48 [error] 17080#25504: *93 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:34:08 [error] 17080#25504: *100 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:35:50 [error] 17080#25504: *102 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:36:08 [error] 17080#25504: *103 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:37:00 [error] 17080#25504: *105 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:37:21 [error] 17080#25504: *106 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:38:23 [error] 17080#25504: *104 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:40:25 [error] 17080#25504: *110 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:41:26 [error] 17080#25504: *113 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:43:46 [error] 17080#25504: *119 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:44:31 [error] 17080#25504: *123 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:46:43 [error] 25376#192: *1 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 22:48:55 [error] 25492#16596: *1 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/1770799924246.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/1770799924246.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:46:01 [error] 9336#24316: *20 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/avatars/default.png" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: localhost, request: "GET /avatars/default.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:46:01 [error] 9336#24316: *21 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/videos/sample.mp4" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /videos/sample.mp4 HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:46:07 [error] 9336#24316: *22 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/avatars/default.png" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: localhost, request: "GET /avatars/default.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:46:07 [error] 9336#24316: *23 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/videos/sample.mp4" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "HEAD /videos/sample.mp4 HTTP/1.1", host: "localhost:8026"
2026/02/12 23:46:07 [error] 9336#24316: *24 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/videos/sample.mp4" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /videos/sample.mp4 HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:47:28 [error] 9336#24316: *27 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/avatars/default.png" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: localhost, request: "GET /avatars/default.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:47:28 [error] 9336#24316: *28 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/videos/sample.mp4" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /videos/sample.mp4 HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:48:11 [error] 9336#24316: *29 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/avatars/default.png" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: localhost, request: "GET /avatars/default.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:48:11 [error] 9336#24316: *30 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/avatars/default.png" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: localhost, request: "GET /avatars/default.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:48:12 [error] 9336#24316: *31 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/videos/sample.mp4" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /videos/sample.mp4 HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:48:12 [error] 9336#24316: *32 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/videos/sample.mp4" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /videos/sample.mp4 HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:48:13 [error] 9336#24316: *33 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/videos/sample.mp4" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "HEAD /videos/sample.mp4 HTTP/1.1", host: "localhost:8026"
2026/02/12 23:49:29 [error] 9336#24316: *35 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/avatars/default.png" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: localhost, request: "GET /avatars/default.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/12 23:49:58 [error] 9336#24316: *37 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/avatars/default.png" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: localhost, request: "GET /avatars/default.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 00:02:09 [error] 9336#24316: *39 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 00:02:09 [error] 9336#24316: *40 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 00:02:09 [error] 9336#24316: *41 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/videos/sample.mp4" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /videos/sample.mp4 HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 00:02:09 [error] 9336#24316: *42 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 00:03:40 [error] 9336#24316: *44 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 00:03:40 [error] 9336#24316: *45 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 00:03:40 [error] 9336#24316: *46 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:07:14 [error] 23748#5084: *7 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:07:14 [error] 23748#5084: *8 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:07:14 [error] 23748#5084: *9 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:08:31 [error] 23748#5084: *14 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:08:31 [error] 23748#5084: *15 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:08:31 [error] 23748#5084: *16 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:09:05 [error] 23748#5084: *17 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:09:05 [error] 23748#5084: *18 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:09:05 [error] 23748#5084: *19 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:12:57 [error] 23748#5084: *20 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:12:57 [error] 23748#5084: *21 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:12:57 [error] 23748#5084: *22 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:14:53 [error] 23748#5084: *24 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:14:53 [error] 23748#5084: *25 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:14:53 [error] 23748#5084: *26 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:15:21 [error] 23748#5084: *30 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:15:21 [error] 23748#5084: *33 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:15:21 [error] 23748#5084: *34 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:15:39 [error] 23748#5084: *37 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:15:39 [error] 23748#5084: *38 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:15:39 [error] 23748#5084: *39 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:17:18 [error] 23748#5084: *48 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:17:18 [error] 23748#5084: *47 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:17:18 [error] 23748#5084: *46 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:22:54 [error] 23748#5084: *58 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:22:54 [error] 23748#5084: *59 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:22:55 [error] 23748#5084: *60 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:24:25 [error] 23748#5084: *64 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:24:25 [error] 23748#5084: *65 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:24:25 [error] 23748#5084: *66 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:27:17 [error] 23748#5084: *71 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:27:17 [error] 23748#5084: *72 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:27:17 [error] 23748#5084: *73 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:28:15 [error] 23748#5084: *77 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:28:15 [error] 23748#5084: *76 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:28:15 [error] 23748#5084: *78 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:31:57 [error] 23748#5084: *82 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:31:57 [error] 23748#5084: *83 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 10:31:57 [error] 23748#5084: *85 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 17:05:24 [error] 5684#19876: *22 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 17:05:24 [error] 5684#19876: *21 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 17:05:24 [error] 5684#19876: *20 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 17:15:30 [error] 5684#19876: *30 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample2.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample2.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 17:15:30 [error] 5684#19876: *29 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample3.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample3.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
2026/02/13 17:15:30 [error] 5684#19876: *28 CreateFile() "C:\Users\12952\Desktop\video_management_system\backEnd\video_data_service\src\main\resources\static\nginx/html/imgs/sample4.png" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: localhost, request: "GET /imgs/sample4.png HTTP/1.1", host: "localhost:8026", referrer: "http://localhost:8025/"
